iter,delta_logR_median__across_systems_median,std_logR__across_systems_mean,spearman_rho__across_systems_median,obs_delta_logR_median__across_systems_median,obs_std_logR__across_systems_mean,obs_spearman_rho__across_systems_median
38,0.0007933013208360276,0.2824807854367483,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
39,0.013824793952125145,0.29187981852937783,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
40,0.0,0.2907604583531486,-0.023809523809523815,0.07774791313780854,0.13622366970685038,0.9999999999999999
41,0.010980886186576111,0.28413397884618863,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
42,0.021309969948815483,0.2877654958824568,0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
43,-0.003270981272385051,0.283757040784883,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
44,-0.0008599901971368951,0.29088357329416437,-0.014285714285714287,0.07774791313780854,0.13622366970685038,0.9999999999999999
45,-0.003055199579968304,0.29204861814241967,-0.06449427589131121,0.07774791313780854,0.13622366970685038,0.9999999999999999
46,-0.011998461830442703,0.2805108614157412,-0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
47,0.006565490889591519,0.2842732003152223,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
48,0.010970857799499564,0.290862930343316,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
49,0.0008482357243348448,0.28459224530874916,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
50,0.01102950598384747,0.2835522474273448,0.2571428571428572,0.07774791313780854,0.13622366970685038,0.9999999999999999
51,0.000924036389990935,0.2858419138254784,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
52,-0.0034814629727885626,0.28379629796966166,-0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
53,0.012255110984460936,0.2915301583139473,0.08571428571428573,0.07774791313780854,0.13622366970685038,0.9999999999999999
54,0.016772816755962802,0.28694273209441373,0.2449427589131121,0.07774791313780854,0.13622366970685038,0.9999999999999999
55,-0.004633260948194121,0.294443837994915,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
56,-0.001692333586862299,0.291183838947996,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
57,-0.021546536904070837,0.2930520204407817,-0.5,0.07774791313780854,0.13622366970685038,0.9999999999999999
58,-0.005635293991314169,0.2896703189761091,-0.3571428571428571,0.07774791313780854,0.13622366970685038,0.9999999999999999
59,-0.00911666333487228,0.29038134997656784,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
60,-0.011241330694466478,0.2854106796669839,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
61,0.03372705278292159,0.28866720562756293,0.5,0.07774791313780854,0.13622366970685038,0.9999999999999999
62,-0.0007589112732995229,0.28764456960771334,-0.025649458802128853,0.07774791313780854,0.13622366970685038,0.9999999999999999
63,-0.01234507206668703,0.2858330101788084,-0.39285714285714296,0.07774791313780854,0.13622366970685038,0.9999999999999999
64,-0.004306459370220089,0.2900352347114412,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
65,-0.021878893949806355,0.2828325812017026,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
66,0.011333921879342776,0.28240353733738527,0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
67,0.01506436996819617,0.29367039492491664,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
68,-0.0025521006873652774,0.28664585609375876,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
69,0.017083735257042876,0.28988545853932723,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
70,0.005645890239371842,0.2835587374163455,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
71,0.008159771628710344,0.2940047319554596,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
72,-0.0032896346793124254,0.28026955726169883,0.028571428571428574,0.07774791313780854,0.13622366970685038,0.9999999999999999
73,0.010764545268436468,0.2884189947854278,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
74,0.0009761415651020899,0.2895240765787693,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
75,-0.008099564297167045,0.28725131065986165,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
76,0.006937207951971336,0.2846364404660084,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
77,-0.015231185781187845,0.28881244579230236,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
78,-0.00915013394034972,0.28875220513628586,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
79,-0.01197852230520538,0.28497743690761873,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
80,-0.0002527908487155728,0.28801317326036135,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
81,0.022925935546217496,0.29604550268318397,0.41428571428571426,0.07774791313780854,0.13622366970685038,0.9999999999999999
82,-0.003594819868728838,0.28009706584175054,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
83,0.0,0.28143612412098357,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
84,-0.012377792659771528,0.28591417016169257,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
85,0.01502668229235116,0.28916868400874807,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
86,-0.0050546850451197445,0.2873014486044136,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
87,-0.008777507207422014,0.28417757117568443,-0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
88,0.0047670428933843595,0.2907718629450228,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
89,-0.018064457310543,0.2920616999295618,-0.2785714285714286,0.07774791313780854,0.13622366970685038,0.9999999999999999
90,-0.003416296353419196,0.2860064618617795,-0.15,0.07774791313780854,0.13622366970685038,0.9999999999999999
91,0.007617125755119303,0.2823968472140253,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
92,-0.0031285230744583503,0.28228233762195687,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
93,-0.010419115048171501,0.28631030520114364,-0.07898855178262242,0.07774791313780854,0.13622366970685038,0.9999999999999999
94,-0.0033787624359064676,0.2915517950009201,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
95,0.0,0.2928589114365165,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
96,-0.00641464729416151,0.2838510348854222,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
97,0.004791057081625957,0.29446684634664205,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
98,0.0,0.28921359935531693,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
99,-0.009552787994531887,0.291249719085739,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
100,0.00809833906745537,0.2841406750094155,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
101,0.0010967263557463552,0.2879175518355961,0.028571428571428574,0.07774791313780854,0.13622366970685038,0.9999999999999999
102,-0.00891712514792195,0.2871027041080206,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
103,0.006460316432313387,0.2904740986579633,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
104,-0.012919443082432452,0.2838704569355796,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
105,0.006120089214012872,0.28556108609134095,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
106,-0.006700601131674477,0.2865769977279835,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
107,-0.008450478023738078,0.2859259506207062,-0.3714285714285715,0.07774791313780854,0.13622366970685038,0.9999999999999999
108,-0.002182139449506508,0.2898879059651394,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
109,0.007023898590239969,0.28391609169113696,0.11222843719328252,0.07774791313780854,0.13622366970685038,0.9999999999999999
110,-0.020113409583702002,0.2877451828826381,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
111,0.0028977760933417973,0.2862067633070087,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
112,0.014502323211333185,0.2830005540857572,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
113,-0.004251200225063201,0.29307838783657303,-0.042857142857142864,0.07774791313780854,0.13622366970685038,0.9999999999999999
114,-0.013742783129372715,0.2941436811818742,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
115,-0.00315456224130381,0.28332953993341525,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
116,0.0048922955855573436,0.28198875000642876,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
117,0.017099214006461506,0.29436580512557137,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
118,-0.017598790902535043,0.29497517339218066,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
119,-0.018913400568067965,0.29121124923255964,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
120,-0.004867198632431791,0.2798457510312706,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
121,-0.02429840659527066,0.2758601381022004,-0.5,0.07774791313780854,0.13622366970685038,0.9999999999999999
122,0.005958098585378407,0.2888370868244049,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
123,0.0044455269781974865,0.29145068569420735,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
124,0.0012843904052098898,0.28039099475669504,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
125,0.012150822141615503,0.2890830094154736,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
126,0.008713624493080607,0.2852513753856268,0.3714285714285715,0.07774791313780854,0.13622366970685038,0.9999999999999999
127,0.00844130372327874,0.28532911847149,0.28571428571428575,0.07774791313780854,0.13622366970685038,0.9999999999999999
128,-0.011323912178714396,0.2848330232118546,-0.049999999999999996,0.07774791313780854,0.13622366970685038,0.9999999999999999
129,-0.005748490615598997,0.2878463459285392,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
130,-0.006035332208684768,0.29030845430923974,0.014285714285714287,0.07774791313780854,0.13622366970685038,0.9999999999999999
131,-0.005872641190682426,0.2861835554295372,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
132,-0.0018172859515404316,0.29449331894250985,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
133,-0.005873472722884784,0.2879731256310589,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
134,0.003260214662358929,0.2806937196295546,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
135,-0.004164043337080522,0.2932224836294206,-0.25,0.07774791313780854,0.13622366970685038,0.9999999999999999
136,0.0015795280846139514,0.28659681494126193,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
137,-0.0036644421224189677,0.2908267897113687,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
138,0.004728508938195652,0.29731278729115884,0.07564945880212885,0.07774791313780854,0.13622366970685038,0.9999999999999999
139,-0.002076911742860045,0.2965215495863308,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
140,0.009408499183877414,0.28594472783038155,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
141,-0.0009525957694981324,0.2928143773835579,-0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
142,0.01126664884761023,0.28704728085566306,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
143,-0.010232701780631646,0.2902018650705117,-0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
144,0.003903457761561341,0.28906536278402206,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
145,-0.004556542202161576,0.2898561584084297,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
146,0.0032410637639601614,0.2836275533225281,0.05714285714285715,0.07774791313780854,0.13622366970685038,0.9999999999999999
147,0.01986804934526515,0.28945682082348617,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
148,-0.0048628609451388805,0.2809689519197277,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
149,0.005663365502024981,0.2876452747084998,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
150,0.005864138432028085,0.2866386704086749,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
151,0.007155828608292558,0.2905440949567322,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
152,-0.01192398543610157,0.2893851645596259,-0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
153,-0.010708103876410989,0.29259083122868246,-0.08571428571428573,0.07774791313780854,0.13622366970685038,0.9999999999999999
154,0.011239317412571052,0.28878914474105166,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
155,0.003234991080398625,0.2815083644756614,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
156,0.009194077615770263,0.2777792386404131,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
157,0.0051405460396537345,0.27837366491308757,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
158,0.003361759192288205,0.28984050877327644,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
159,0.008065034334125226,0.28718864040529635,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
160,0.0,0.28071837731831345,0.14285714285714288,0.07774791313780854,0.13622366970685038,0.9999999999999999
161,-0.0012160484402787552,0.29034233999384007,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
162,-0.006735001714659239,0.27937814399366073,-0.10714285714285716,0.07774791313780854,0.13622366970685038,0.9999999999999999
163,0.008220657521708488,0.28184141369545196,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
164,-0.002941860063455773,0.288862309704007,-0.06428571428571428,0.07774791313780854,0.13622366970685038,0.9999999999999999
165,0.007992191160301282,0.2868358300176013,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
166,-0.005154335177988176,0.294341541882307,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
167,0.003777726588336708,0.28546596685741027,0.10270462766947298,0.07774791313780854,0.13622366970685038,0.9999999999999999
168,0.0,0.28688025866845057,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
169,0.009996705467956085,0.2825979101418179,-0.028571428571428574,0.07774791313780854,0.13622366970685038,0.9999999999999999
170,0.0039185081615246056,0.28741865476533196,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
171,0.0,0.28315917019719283,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
172,-0.0020259540363512137,0.2897428131767215,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
173,0.0033287485443946885,0.28753091834842154,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
174,-0.013083216884659965,0.2866182758623101,-0.25,0.07774791313780854,0.13622366970685038,0.9999999999999999
175,7.864804434870587e-05,0.287815495648089,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
176,-0.0051590070908617836,0.2844716599090594,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
177,0.00484129542476644,0.28022072585285324,0.15,0.07774791313780854,0.13622366970685038,0.9999999999999999
178,0.010403506696932636,0.2882732471168608,0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
179,0.0005604732823662611,0.2836640911066965,0.06428571428571428,0.07774791313780854,0.13622366970685038,0.9999999999999999
180,0.004041376706216793,0.28662839686373215,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
181,0.013471622115320075,0.29340383968684813,0.39999999999999997,0.07774791313780854,0.13622366970685038,0.9999999999999999
182,-0.007650454680397045,0.3034502832865205,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
183,0.012519712633217578,0.28427198476960874,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
184,-0.008993421345897118,0.29194839403380435,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
185,-0.0034553047732569786,0.28835647274580556,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
186,0.009551771706204443,0.28365524720938584,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
187,0.0037218316295352105,0.2867184662352737,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
188,0.012955552901189618,0.288533431777675,0.3,0.07774791313780854,0.13622366970685038,0.9999999999999999
189,0.007550285930259457,0.2862906890303106,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
190,-0.002891899901201367,0.2891917346866327,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
191,-0.00046300121539837036,0.2845545057346625,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
192,-0.009695202479574686,0.28685553273103676,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
193,0.0016131403775385689,0.28992621645639305,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
194,0.004491045863741494,0.2930557045023305,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
195,-0.005411891799052215,0.2714965305986908,0.0,0.07774791313780854,0.13622366970685038,0.9999999999999999
196,-0.009906242668512664,0.2843193427251643,-0.2285714285714286,0.07774791313780854,0.13622366970685038,0.9999999999999999
197,-0.008016000234644119,0.2922723385217728,-0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
198,0.01564936380197282,0.2837261158687334,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
199,0.0051091921612408595,0.29139897990244434,0.09999999999999999,0.07774791313780854,0.13622366970685038,0.9999999999999999
200,0.006873124313113266,0.29217210303406466,0.19999999999999998,0.07774791313780854,0.13622366970685038,0.9999999999999999
