feature,stable_mean,stable_std,stable_median,unstable_mean,unstable_std,unstable_median
mean_delta,10.716257132620939,0.283330754846374,10.723783956275,10.634775023468574,0.2798896322188275,10.6140120388125
min_delta,10.25342811798125,0.21249741280920767,10.186376404,10.198259871150283,0.1863214358201053,10.1492085914
std_log_m,0.3171676874694143,0.13769173901924603,0.31204526312532177,0.3448294170664493,0.128516907523672,0.3354519075866734
std_log_R,0.12489049092024748,0.04315388902241694,0.12443620929769907,0.12974238462179188,0.04154162495153379,0.1266721419048365
std_log_a,0.17016711695118622,0.02845592731255104,0.16836845709051568,0.1480291231369893,0.021563815891487863,0.1459890928958334
mean_e,0.04122085472925,0.010030380709807697,0.039514910720000004,0.05013674025231638,0.010061013239393263,0.04936058086
mean_inc,2.2141062741325,0.5512522711095355,2.14682898804,2.2423286870921473,0.5139144769936557,2.21214335436
